Molecule Name,AD_index_LogP,Conf_index_LogP,LogP_pred,AD_LogP,MP_pred,AD_MP,AD_index_MP,Conf_index_MP,BP_pred,AD_BP,AD_index_BP,Conf_index_BP,VP_pred,AD_VP,AD_index_VP,Conf_index_VP,WS_pred,AD_WS,AD_index_WS,Conf_index_WS,HL_pred,AD_HL,AD_index_HL,Conf_index_HL,RT_pred,AD_RT,AD_index_RT,Conf_index_RT,KOA_pred,AD_KOA,AD_index_KOA,Conf_index_KOA,ionization,AD_pKa,AD_index_pKa,Conf_index_pKa,pKa_a_pred,pKa_b_pred,AOH_pred,AD_AOH,AD_index_AOH,Conf_index_AOH,BCF_pred,AD_BCF,AD_index_BCF,Conf_index_BCF,BioDeg_pred,AD_BioDeg,AD_index_BioDeg,Conf_index_BioDeg,ReadyBiodeg_pred,AD_ReadyBiodeg,Conf_index_ReadyBiodeg,KM_pred,AD_KM,AD_index_KM,Conf_index_KM,LogKoc_pred,AD_LogKoc,AD_index_LogKoc,Conf_index_LogKoc,AD_CERAPP_Ago,AD_CERAPP_Anta,AD_CERAPP_BinD,CERAPP_Ago_pred,AD_index_CERAPP_Ago,Conf_index_CERAPP_Ago,CERAPP_Anta_pred,AD_index_CERAPP_Anta,Conf_index_CERAPP_Anta,CERAPP_Bind_pred,AD_index_CERAPP_Bind,Conf_index_CERAPP_Bind,CoMPARA_Ago_pred,AD_CoMPARA_Ago,AD_index_CoMPARA_Ago,Conf_index_CoMPARA_Ago,CoMPARA_Anta_pred,AD_CoMPARA_Anta,AD_index_CoMPARA_Anta,Conf_index_CoMPARA_Anta,CoMPARA_Bind_pred,AD_CoMPARA_BinD,AD_index_CoMPARA_Bind,Conf_index_CoMPARA_Bind,CATMoS_VT_pred,AD_VT,AD_index_VT,Conf_index_VT,CATMoS_NT_pred,AD_NT,AD_index_NT,Conf_index_NT,CATMoS_EPA_pred,AD_EPA,AD_index_EPA,Conf_index_EPA,CATMoS_GHS_pred,AD_GHS,AD_index_GHS,Conf_index_GHS,CATMoS_LD50_pred,AD_LD50,AD_index_LD50,Conf_index_LD50,AD_index_ReadyBiodeg,LogD55_pred,LogD74_pred,AD_LogD,AD_index_LogD,Conf_index_LogD
50-01-1,0.480419,0.514066,-1.166755,1,56.969947,0,0.845536,0.591406,257.477415,0,0.148019,0.459055,-4.761319,0,0.322224,0.301881,-1.467986,0,0.856193,0.800029,-8.312731,0,0.246857,0.303348,-12.899228,0,0.148557,0.461939,5.896132,0,0.18898,0.423337,1,0,0.915149,0.637367,NaN,11.290924,-10.422068,1,0.333078,0.458896,0.44275,1,0.465876,0.659768,0.75832,0,0.382029,0.548609,1,1,0.52743,-0.858528,0,0.208072,0.45027,0.558393,1,0.638366,0.611354,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0.910606,0,1,1,0.911397,2,1,1,0.46381,3,1,1,0.247059,2.830753,1,1,0.726901,0.363877,-6.95768,-5.057735,0,0.697784,0.575716
50-02-2,0.900462,0.860512,1.865338,1,240.060898,1,0.886896,0.77831,391.226262,0,0.156367,0.289241,-9.445533,0,0.259382,0.272319,-3.848478,1,0.897371,0.718971,-10.133405,0,0.125731,0.202325,11.705107,1,0.536005,0.510153,9.301032,0,0.174695,0.325456,1,0,0.283358,0.596223,7.571109,NaN,-10.201714,0,0.100839,0.489382,0.354129,1,0.29908,0.442205,1.768174,0,0.132626,0.493452,0,1,0.498865,-0.276811,0,0.136932,0.391438,4.700203,0,0.200035,0.34556,1,1,1,1,1,0.8,1,1,0.714286,1,1,0.55,1,1,1,1,1,1,0.974898,0.697609,1,1,1,0.969697,0,1,1,0.785714,1,1,1,0.75,3,1,1,0.45,4,1,1,0.166667,2.42352,1,0.79101,0.449003,0.306746,1.861666,1.641489,0,0.59191,0.728367
50-04-4,0.908599,0.854532,2.220271,1,225.400947,1,0.868502,0.769243,418.502058,0,0.198701,0.29612,-8.443029,0,0.260072,0.332116,-4.344497,1,0.861823,0.839433,-9.965774,0,0.117419,0.207655,14.695017,1,0.473924,0.491525,10.358105,0,0.43519,0.404804,1,0,0.246024,0.577498,NaN,9.532794,-9.866114,0,0.103335,0.507556,0.836665,1,0.295406,0.485162,1.403613,0,0.149397,0.511908,0,1,0.473941,0.383796,0,0.180389,0.380754,4.61353,0,0.194718,0.335723,1,1,1,1,1,0.6,1,1,0.571429,1,1,0.684211,1,1,1,0.95,1,1,1,0.578947,1,1,1,0.84375,0,1,0.98609,0.873058,1,1,0.944786,0.771802,3,1,0.934458,0.506567,5,1,0.956565,0.790615,2.807616,1,0.759767,0.441183,0.335308,-1.812563,0.084291,0,0.577312,0.716015
50-06-6,0.888307,0.832005,1.418476,1,178.361671,1,0.907997,0.792323,255.072087,0,0.102487,0.429512,-8.602436,1,0.317544,0.289906,-2.372704,1,0.889012,0.863436,-8.449481,0,0.224837,0.331192,8.150399,1,0.634255,0.600966,9.268929,0,0.302501,0.389971,1,0,0.472457,0.382355,7.711628,NaN,-10.983518,0,0.198408,0.515667,0.370906,1,0.440412,0.575125,0.547805,0,0.37349,0.652188,0,1,0.594587,-0.616506,1,0.316866,0.483073,1.71854,1,0.43107,0.56092,1,1,1,0,1,0.9,0,1,0.857143,0,1,0.842105,0,1,1,0.95,0,1,1,0.952381,0,1,1,0.966667,0,1,1,0.857143,0,1,1,0.888889,2,1,1,0.636364,4,1,1,0.363636,2.519273,1,1,0.625,0.498191,1.415817,1.245889,0,0.680382,0.60718
50-10-2,0.475522,0.511194,3.263077,1,113.428815,1,0.423574,0.396192,303.506403,1,0.218644,0.377263,-6.49131,1,0.398789,0.393952,-5.102325,1,0.482033,0.522451,-7.808406,0,0.262095,0.298801,20.495299,1,0.457006,0.508945,11.416434,0,0.851535,0.590982,1,1,0.364731,0.647675,NaN,8.041924,-10.756675,0,0.13964,0.462212,0.947379,1,0.324118,0.499948,0.526286,0,0.250387,0.584506,0,1,0.516006,0.197576,1,0.285753,0.470556,3.137541,1,0.352933,0.455268,1,1,1,0,1,1,0,1,1,0,1,0.75,0,1,1,0.833333,0,1,1,0.75,0,1,1,0.68,0,1,1,0.964286,0,1,1,0.894704,3,1,1,0.869318,4,1,1,0.788889,2.931663,1,1,1,0.468503,0.719908,2.531929,1,0.420126,0.579434
50-11-3,0.88672,0.826925,1.250174,1,140.650415,1,0.870612,0.678357,244.363471,0,0.199114,0.408801,-4.778289,1,0.428187,0.477325,-1.98248,1,0.880643,0.808277,-8.350031,0,0.247489,0.347683,5.123397,1,0.562219,0.552685,10.19351,0,0.801628,0.609942,1,1,0.37587,0.539695,10.518889,NaN,-11.233454,0,0.241405,0.506013,0.363666,1,0.460287,0.657042,0.670067,0,0.30845,0.543686,0,1,0.552655,-1.052912,1,0.452905,0.617369,1.856826,1,0.493978,0.618329,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0.947368,0,1,1,1,0,1,1,1,0,1,0.964386,0.869732,0,1,1,0.923077,4,1,0.970647,0.592757,5,1,0.94793,0.668011,2.919808,1,0.807411,0.782267,0.492736,1.25017,1.249844,1,0.631295,0.68331
50-12-4,0.884391,0.880548,1.661618,1,140.747305,1,0.869315,0.704217,313.056914,0,0.227134,0.451173,-7.118171,1,0.422474,0.404477,-2.161768,1,0.58219,0.533917,-8.503309,1,0.317571,0.389368,8.093609,1,0.59509,0.570183,10.621021,0,0.850209,0.637908,1,1,0.473784,0.696655,9.502036,NaN,-10.780978,0,0.263372,0.505771,0.341241,1,0.453144,0.586224,0.523911,0,0.375809,0.647075,0,1,0.544826,-1.063488,1,0.488293,0.62513,1.724214,1,0.480122,0.629833,1,1,1,0,1,1,0,1,1,0,1,0.944444,0,1,1,0.947368,0,1,1,0.894737,0,1,1,0.935484,0,1,0.968737,0.855559,0,1,1,0.896552,3,1,1,0.913043,4,1,1,0.857143,2.965908,1,1,1,0.477079,1.661575,1.658198,1,0.679087,0.788602
50-14-6,0.423516,0.451172,8.521042,0,109.024115,1,0.918952,0.808039,388.191893,0,0.288908,0.478521,-7.056841,0,0.2488,0.417552,-6.898121,1,0.438888,0.46232,-7.459663,0,0.1808,0.281057,35.006475,1,0.337927,0.495699,10.366844,0,0.441532,0.407831,1,1,0.341085,0.266921,11.75503,NaN,-9.7174,0,0.104781,0.502799,3.495181,0,0.254223,0.458315,0.913131,0,0.201233,0.530348,0,1,0.706336,0.679662,0,0.205488,0.43191,4.860942,0,0.320461,0.450113,1,1,1,1,0.860358,0.657626,1,0.90972,0.778991,0,0.919755,0.784714,1,1,1,0.6,1,1,1,0.904762,1,1,1,0.967742,1,1,1,0.833333,0,1,1,0.785714,1,1,1,0.8,2,1,1,0.5,1.234421,1,1,0.391304,0.412672,8.521042,8.521023,0,0.382301,0.359046
50-18-0,0.916139,0.831594,0.794911,1,53.266553,1,0.889102,0.805116,300.123823,0,0.215153,0.397557,-4.007605,1,0.44149,0.377265,-0.992585,1,0.871764,0.727831,-5.562212,1,0.423368,0.511687,7.94777,1,0.477289,0.542976,8.522922,1,0.893894,0.615733,1,1,0.317745,0.330195,7.560387,NaN,-10.618543,1,0.378252,0.551993,0.382762,1,0.357688,0.526172,0.581743,0,0.111707,0.46112,1,1,0.462045,-1.107747,1,0.383939,0.542021,1.576439,1,0.435203,0.56235,1,1,1,0,1,0.666667,0,1,0.625,0,1,0.705882,0,1,0.978154,0.970628,0,1,1,0.9,0,1,0.986222,0.941149,1,1,1,0.537778,0,1,1,0.928205,2,1,1,0.726708,3,1,1,0.665635,2.039685,1,1,0.914855,0.311517,0.791148,0.566713,1,0.616942,0.580894
50-19-1,0.542563,0.511082,-1.34435,1,70.800297,1,0.862021,0.603289,300.375542,0,0.275189,0.513219,-6.972113,1,0.3508,0.360997,-0.9736,1,0.856022,0.779137,-8.732001,1,0.285909,0.361444,7.603965,1,0.589929,0.564148,8.138539,0,0.422444,0.464109,1,1,0.4005,0.654859,7.247568,NaN,-10.86863,0,0.306018,0.524632,0.130507,1,0.402747,0.587572,0.54861,0,0.300529,0.615843,1,1,0.562385,-0.842831,1,0.342768,0.512061,1.561345,1,0.528131,0.573124,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0.982115,1,0,1,1,1,0,1,1,0.965517,0,1,0.959522,0.990921,0,1,0.980622,0.857481,3,1,0.987147,0.806871,5,1,0.971955,0.814036,2.535942,1,0.85984,0.757266,0.512197,-1.352048,-1.72825,1,0.471531,0.582971
50-21-5,0.880398,0.785205,-0.768934,1,45.610572,1,0.87657,0.805093,208.69629,1,0.419094,0.402072,-1.210094,1,0.875148,0.792865,0.501187,1,0.971152,0.772364,-8.045477,1,0.319294,0.405558,-8.297331,0,0.25943,0.502051,6.721671,0,0.421295,0.534722,1,1,0.685261,0.76384,3.885097,NaN,-11.785052,1,0.471852,0.687784,0.622722,1,0.34575,0.574792,0.733863,0,0.300282,0.5466,1,1,0.789617,-0.973989,1,0.311205,0.491964,1.007112,1,0.595915,0.584042,1,1,1,0,1,1,0,1,1,0,1,0.944444,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.858571,3,1,1,0.564474,5,1,1,0.817895,3.398808,1,1,0.855731,0.579234,-2.394253,-4.28397,1,0.78283,0.774523
50-22-6,0.885388,0.774448,2.075537,1,190.226512,1,0.890244,0.776764,400.350163,0,0.227297,0.322959,-8.578292,0,0.318443,0.334502,-3.297424,1,0.859533,0.802371,-10.988257,0,0.146947,0.204164,15.321723,1,0.702522,0.646058,9.38142,0,0.283425,0.377157,1,1,0.373461,0.648759,9.384187,NaN,-10.181499,0,0.138435,0.509041,0.83107,1,0.341254,0.488334,1.839308,0,0.141078,0.512431,0,1,0.494843,-0.105501,0,0.183977,0.428157,4.626176,1,0.226535,0.377633,1,1,1,1,1,0.727273,1,1,0.75,1,1,0.7,1,1,1,1,1,1,0.979764,0.696157,1,1,1,1,0,1,0.965087,0.881921,1,1,1,0.814815,3,1,0.948386,0.707518,5,1,1,0.8,2.855212,1,0.86588,0.567323,0.377111,2.07548,2.071056,1,0.629424,0.711603
50-23-7,0.887992,0.897769,1.653221,1,221.595214,1,0.91094,0.869202,389.286669,0,0.161782,0.29391,-9.443049,0,0.273393,0.280475,-3.297494,1,0.889867,0.720932,-11.032534,0,0.131335,0.196121,13.011304,1,0.52579,0.507469,9.299038,0,0.174942,0.325638,1,1,0.314092,0.611595,9.058675,NaN,-10.208508,0,0.130084,0.503857,0.22481,1,0.311206,0.462973,2.057206,0,0.132773,0.507296,0,1,0.476904,-0.277506,0,0.15359,0.399864,4.256434,0,0.2048,0.358505,1,1,1,1,1,0.7,1,1,0.732143,1,1,0.6,1,1,1,1,0,1,0.976025,0.77507,1,1,1,0.875,0,1,1,0.896552,1,1,0.9538,0.828206,3,1,0.967445,0.594943,5,1,1,0.7,2.529524,1,0.792747,0.439004,0.341235,1.653101,1.643793,1,0.601042,0.754682
50-27-1,0.863338,0.699103,2.635143,1,270.170187,1,0.856718,0.608162,382.075488,0,0.189731,0.315207,-9.091796,0,0.306699,0.344711,-4.025347,1,0.448128,0.48827,-8.303177,0,0.182706,0.260108,16.447188,1,0.590906,0.521425,9.247719,0,0.181032,0.330204,1,1,0.915399,0.904307,10.700207,NaN,-10.777943,0,0.193667,0.474083,1.384384,1,0.411153,0.586667,1.768095,0,0.150802,0.502519,0,1,0.73116,-0.447242,0,0.211208,0.427301,5.26587,1,0.321924,0.567178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,0,1,1,0.928571,1,1,1,0.814815,3,1,1,0.666667,5,1,1,0.761905,3.247912,1,1,0.809524,0.46232,2.63514,2.634925,1,0.889369,0.801705
50-28-2,0.87718,0.772113,3.907586,1,196.664594,1,0.881577,0.794906,372.709446,1,0.273881,0.367613,-9.466837,1,0.303869,0.348545,-4.801303,1,0.860705,0.736159,-5.069172,1,0.242274,0.434898,18.199353,1,0.569222,0.486183,9.152132,0,0.32203,0.403248,1,1,0.505921,0.478462,11.664566,NaN,-10.779927,0,0.21716,0.486279,1.529479,1,0.403886,0.585125,1.766529,0,0.168489,0.511345,0,1,0.588447,0.173223,0,0.262012,0.491589,5.327158,1,0.377323,0.585343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.985286,0.925284,1,1,1,0.785714,4,1,0.968278,0.657604,5,1,1,0.772727,2.991639,1,0.878966,0.763278,0.485911,3.907586,3.907562,1,0.691551,0.625288
50-29-3,0.871424,0.810684,6.91244,1,104.609333,1,0.899273,0.844186,350.378191,1,0.549401,0.606396,-6.395426,1,0.902095,0.708901,-7.287867,1,0.915305,0.711987,-4.980689,1,0.878794,0.793312,27.664997,1,0.514885,0.524043,9.321177,1,0.996182,0.813324,0,1,0.420439,0.424634,NaN,NaN,-12.152658,1,0.366678,0.616724,4.234379,1,0.866806,0.77461,1.130334,1,0.527151,0.707629,0,1,0.554662,1.926668,1,0.865558,0.841457,5.15459,1,0.874535,0.756633,1,1,1,1,1,0.8,1,1,0.857143,1,1,0.842105,0,1,1,1,1,1,1,1,1,1,1,0.827586,0,1,1,1,0,1,1,0.807692,2,1,1,0.684211,4,1,1,0.222223,2.550872,1,1,0.347826,0.418341,6.91244,6.91244,1,0.645931,0.617659
50-30-6,0.919871,0.754499,2.64288,1,157.441357,1,0.94492,0.84299,293.855264,1,0.729356,0.715913,-3.603634,1,0.749716,0.687716,-1.741231,1,0.904985,0.668355,-8.3118,1,0.468354,0.455566,5.617444,1,0.487634,0.565302,7.769808,1,0.716065,0.531879,1,1,0.876738,0.883918,1.982242,NaN,-11.514815,1,0.332085,0.594036,0.341259,1,0.877877,0.821388,0.57173,0,0.357,0.636113,0,1,0.839895,-0.758867,1,0.58709,0.640087,1.773286,1,0.675964,0.613933,1,1,1,0,1,1,0,1,1,0,1,0.944444,0,1,1,1,0,1,1,0.95,0,1,1,1,0,1,1,1,0,1,1,0.966667,3,1,1,0.88,4,1,1,0.714286,2.974445,1,1,1,0.67979,-0.87501,-2.774879,1,0.898305,0.819208
50-31-7,0.611748,0.663621,3.536705,1,147.890528,1,0.94981,0.796142,300.603306,1,0.552324,0.69184,-3.535219,1,0.886931,0.688702,-1.788676,1,0.907634,0.733292,-8.299204,1,0.422437,0.442116,7.846948,1,0.51151,0.549311,8.669162,1,0.755089,0.564299,1,1,0.736852,0.816326,1.970134,NaN,-11.84666,1,0.316989,0.567599,0.526632,1,0.863457,0.86213,0.537301,0,0.345312,0.626611,0,1,0.785773,-0.315938,1,0.552203,0.629621,2.265573,1,0.592813,0.650077,1,1,1,0,1,1,0,1,1,0,1,0.944444,0,1,1,1,0,1,1,0.9,0,1,1,1,0,1,1,1,0,1,1,0.96424,3,1,1,0.935688,4,1,1,0.725,2.988124,1,1,0.957428,0.571547,0.006711,-1.893162,1,0.6743,0.739973
50-32-8,0.947304,0.88721,6.128521,1,223.644102,1,0.978058,0.708651,485.915688,0,0.937575,0.871229,-8.047962,0,0.948967,0.718118,-8.338367,0,0.997878,0.873259,-6.243648,1,0.934862,0.9031,27.382644,1,0.432964,0.477008,10.343479,1,0.982701,0.784403,0,1,0.481974,0.592015,NaN,NaN,-10.45123,1,0.688954,0.721161,2.781789,1,0.550166,0.594045,2.416419,1,0.890836,0.869719,0,1,0.861809,0.036509,1,0.891915,0.888108,5.815381,1,0.876376,0.737595,1,1,1,0,1,0.5,0,1,0.5,1,0.938549,0.630408,0,1,0.99109,0.910968,1,1,1,0.611111,1,1,1,0.548387,0,1,1,1,1,1,0.984214,0.827914,3,1,1,0.611111,4,1,1,0.411765,3.044702,1,1,0.681818,0.723619,6.128521,6.128521,1,0.714639,0.739613
50-33-9,0.864509,0.742569,3.250732,1,115.262899,1,0.896449,0.753683,340.748388,0,0.333072,0.454932,-6.047581,1,0.414302,0.485971,-4.142309,1,0.872738,0.669771,-7.206147,1,0.384565,0.399445,24.476319,1,0.532404,0.518968,10.364936,1,0.981974,0.778596,1,1,0.451451,0.680251,NaN,1.151438,-10.739166,0,0.187716,0.493512,2.067962,1,0.445017,0.519586,0.546228,1,0.399728,0.650761,0,1,0.514463,-0.455518,1,0.466308,0.553352,3.105354,1,0.296478,0.447486,1,1,1,0,1,0.9,0,1,0.875,0,1,0.736842,0,1,1,1,1,1,0.97521,0.713459,0,1,0.989884,0.804534,0,1,1,1,0,1,1,0.928571,2,1,1,0.727273,4,1,1,0.545455,2.657509,1,1,0.791667,0.416352,3.250713,3.250732,1,0.65798,0.71141
50-34-0,0.477761,0.534202,4.887821,1,110.639584,1,0.483473,0.426588,374.487904,0,0.275337,0.539507,-6.443232,1,0.393601,0.459747,-6.110753,1,0.473837,0.484285,-6.233936,0,0.293464,0.367031,25.804956,1,0.556618,0.54347,10.42543,1,0.979695,0.770326,1,1,0.373135,0.641091,NaN,7.507445,-10.61146,0,0.139059,0.48308,2.742252,1,0.37911,0.455292,0.629234,0,0.208176,0.504958,0,1,0.506136,0.270261,1,0.281182,0.473543,5.03969,1,0.340762,0.510523,1,1,1,0,1,1,0,1,1,0,1,0.8,0,1,1,0.882353,1,1,1,0.647059,1,1,0.990058,0.643139,0,1,1,1,0,1,1,0.865385,2,1,1,0.713636,4,1,1,0.849624,2.633213,1,1,1,0.448764,2.876127,4.529754,1,0.425448,0.587646
50-35-1,0.864222,0.790374,0.281472,1,264.255783,1,0.856483,0.690394,288.344806,0,0.200683,0.457224,-9.90166,1,0.420242,0.354117,-2.57922,1,0.855499,0.758482,-8.652697,0,0.200933,0.310642,7.25683,1,0.494051,0.521335,10.477556,0,0.51223,0.441244,1,1,0.322968,0.591114,6.393006,NaN,-11.079979,0,0.151608,0.459657,0.412436,1,0.353841,0.611509,0.547594,0,0.324996,0.627837,0,1,0.522381,0.030277,1,0.252411,0.506401,1.624516,1,0.365144,0.483906,1,1,1,0,1,1,0,1,1,0,1,0.894737,0,1,1,1,0,1,0.962366,0.888891,0,1,1,0.966667,0,1,1,1,1,1,1,0.851852,4,1,1,0.681818,5,1,1,0.7,3.236049,1,1,0.75,0.432188,0.229187,-0.766284,1,0.593595,0.690744
50-36-2,0.872828,0.869435,2.260351,1,96.902894,1,0.88134,0.802227,332.356533,1,0.368497,0.518856,-6.550301,1,0.865715,0.708456,-2.325533,1,0.871808,0.768242,-7.645181,1,0.357427,0.37442,14.400359,1,0.509261,0.476814,8.66041,1,0.988307,0.795802,1,1,0.417253,0.663207,NaN,7.780851,-10.739373,0,0.166501,0.482572,0.842507,1,0.391885,0.527463,0.526232,0,0.219159,0.568896,1,1,0.516746,-0.3587,1,0.446426,0.531042,3.007237,1,0.357008,0.478739,1,1,1,0,1,1,0,1,1,0,1,0.947368,0,1,1,1,0,1,1,0.833333,0,1,1,0.962963,0,1,1,0.916667,0,1,1,0.93619,2,1,0.970957,0.555026,4,1,1,0.786765,2.916856,1,1,0.846053,0.469984,-0.022769,1.72842,1,0.645041,0.766321
50-37-3,0.864254,0.802063,2.942244,1,93.912707,1,0.861765,0.645827,360.645347,0,0.208651,0.362043,-8.206204,1,0.340885,0.360035,-3.413222,1,0.502785,0.472362,-8.87861,1,0.267587,0.294498,13.903756,1,0.554153,0.497396,10.372299,0,0.445426,0.409688,1,1,0.425165,0.654995,NaN,5.661204,-10.471044,0,0.130876,0.505092,1.086241,1,0.386935,0.526115,0.501999,0,0.218521,0.570585,0,1,0.561295,0.202231,0,0.206563,0.372044,2.918894,0,0.186118,0.353373,1,1,1,0,1,1,0,1,1,0,1,0.882353,0,1,1,0.625,1,1,1,0.941176,1,1,1,0.724138,0,1,0.964092,0.962248,0,1,1,0.933333,2,1,1,0.652174,4,1,0.965021,0.619563,2.32436,1,1,0.458333,0.431606,2.553175,2.934391,1,0.64471,0.728529
